ID,location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
3222,Ireland,23/07/2021,60-69,99.29,97.29
3223,Ireland,23/07/2021,70-79,107.32,106.6
3224,Ireland,23/07/2021,80+,108.09,106.43
3225,Ireland,30/07/2021,18-24,66.49,37.25
3226,Ireland,30/07/2021,25-49,81.85,61.06
3227,Ireland,30/07/2021,50-59,97.14,95.56
3228,Ireland,30/07/2021,60-69,99.5,97.91
3229,Ireland,30/07/2021,70-79,107.36,106.7
3230,Ireland,30/07/2021,80+,108.12,106.47
3231,Ireland,6/08/2021,18-24,74.4,40.1
3232,Ireland,6/08/2021,25-49,83.47,67.88
3233,Ireland,6/08/2021,50-59,97.42,96.04
3234,Ireland,6/08/2021,60-69,99.69,98.32
3235,Ireland,6/08/2021,70-79,107.41,106.79
3236,Ireland,6/08/2021,80+,108.15,106.51
3237,Ireland,13/08/2021,18-24,76.94,45.27
3238,Ireland,13/08/2021,25-49,84.29,75.37
3239,Ireland,13/08/2021,50-59,97.59,96.4
3240,Ireland,13/08/2021,60-69,99.79,98.57
3241,Ireland,13/08/2021,70-79,107.44,106.86
3242,Ireland,13/08/2021,80+,108.17,106.55
3243,Ireland,20/08/2021,18-24,78.6,59.32
3244,Ireland,20/08/2021,25-49,84.93,79.53
3245,Ireland,20/08/2021,50-59,97.75,96.69
3246,Ireland,20/08/2021,60-69,99.9,98.83
3247,Ireland,20/08/2021,70-79,107.48,106.92
3248,Ireland,20/08/2021,80+,108.19,106.6
3249,Ireland,27/08/2021,18-24,80.23,69.05
3250,Ireland,27/08/2021,25-49,85.6,81.58
3251,Ireland,27/08/2021,50-59,97.93,97.01
3252,Ireland,27/08/2021,60-69,100.01,99.07
3253,Ireland,27/08/2021,70-79,107.51,106.99
3254,Ireland,27/08/2021,80+,108.22,106.64
3255,Ireland,3/09/2021,18-24,81.31,74.24
3256,Ireland,3/09/2021,25-49,86.07,82.93
3257,Ireland,3/09/2021,50-59,98.05,97.22
3258,Ireland,3/09/2021,60-69,100.08,99.21
3259,Ireland,3/09/2021,70-79,107.54,107.03
3260,Ireland,3/09/2021,80+,108.24,106.67
3261,Ireland,10/09/2021,18-24,82.07,76.47
3262,Ireland,10/09/2021,25-49,86.44,83.72
3263,Ireland,10/09/2021,50-59,98.13,97.39
3264,Ireland,10/09/2021,60-69,100.14,99.35
3265,Ireland,10/09/2021,70-79,107.56,107.07
3266,Ireland,10/09/2021,80+,108.25,106.7
3267,Ireland,17/09/2021,18-24,82.67,78.27
3268,Ireland,17/09/2021,25-49,86.72,84.44
3269,Ireland,17/09/2021,50-59,98.2,97.55
3270,Ireland,17/09/2021,60-69,100.18,99.47
3271,Ireland,17/09/2021,70-79,107.57,107.1
3272,Ireland,17/09/2021,80+,108.26,106.74
3273,Ireland,24/09/2021,18-24,83.09,79.55
3274,Ireland,24/09/2021,25-49,86.95,85.02
3275,Ireland,24/09/2021,50-59,98.26,97.69
3276,Ireland,24/09/2021,60-69,100.22,99.56
3277,Ireland,24/09/2021,70-79,107.59,107.14
3278,Ireland,24/09/2021,80+,108.29,106.76
3279,Ireland,1/10/2021,18-24,83.58,80.58
3280,Ireland,1/10/2021,25-49,87.16,85.47
3281,Ireland,1/10/2021,50-59,98.32,97.79
3282,Ireland,1/10/2021,60-69,100.24,99.63
3283,Ireland,1/10/2021,70-79,107.6,107.17
3284,Ireland,1/10/2021,80+,108.34,106.79
3285,Ireland,8/10/2021,18-24,83.8,81.22
3286,Ireland,8/10/2021,25-49,87.31,85.79
3287,Ireland,8/10/2021,50-59,98.36,97.86
3288,Ireland,8/10/2021,60-69,100.27,99.68
3289,Ireland,8/10/2021,70-79,107.62,107.19
3290,Ireland,8/10/2021,80+,108.49,106.89
3291,Ireland,15/10/2021,18-24,84,81.68
3292,Ireland,15/10/2021,25-49,87.46,86.04
3293,Ireland,15/10/2021,50-59,98.41,97.93
3294,Ireland,15/10/2021,60-69,100.3,99.72
3295,Ireland,15/10/2021,70-79,107.63,107.2
3296,Ireland,15/10/2021,80+,108.6,106.92
3297,Ireland,22/10/2021,18-24,84.02,81.73
3298,Ireland,22/10/2021,25-49,87.47,86.06
3299,Ireland,22/10/2021,50-59,98.41,97.93
3300,Ireland,22/10/2021,60-69,100.3,99.73
3301,Ireland,22/10/2021,70-79,107.63,107.21
3302,Ireland,22/10/2021,80+,108.6,106.92
3303,Israel,14/01/2021,20-29,8.95,0.38
3304,Israel,14/01/2021,30-39,13.46,0.89
3305,Israel,14/01/2021,40-49,23.51,1.36
3306,Israel,14/01/2021,50-59,42.02,1.89
3307,Israel,14/01/2021,60-69,66.52,7.49
3308,Israel,14/01/2021,70-79,84.49,10.61
3309,Israel,14/01/2021,80-89,77.82,6.95
3310,Israel,14/01/2021,90+,80.64,5.42
3311,Israel,15/01/2021,20-29,9.17,0.42
3312,Israel,15/01/2021,30-39,13.72,0.97
3313,Israel,15/01/2021,40-49,23.88,1.5
3314,Israel,15/01/2021,50-59,43.09,2.14
3315,Israel,15/01/2021,60-69,66.81,8.75
3316,Israel,15/01/2021,70-79,84.72,12.52
3317,Israel,15/01/2021,80-89,78.02,8.36
3318,Israel,15/01/2021,90+,80.78,6.53
3319,Israel,16/01/2021,20-29,9.43,0.45
3320,Israel,16/01/2021,30-39,14.1,1.04
3321,Israel,16/01/2021,40-49,24.73,1.63
3322,Israel,16/01/2021,50-59,44.9,2.4
3323,Israel,16/01/2021,60-69,67.21,10.3
3324,Israel,16/01/2021,70-79,85.02,15.02
3325,Israel,16/01/2021,80-89,78.31,10.21
3326,Israel,16/01/2021,90+,81.07,8.12
3327,Israel,17/01/2021,20-29,9.71,0.6
3328,Israel,17/01/2021,30-39,14.52,1.32
3329,Israel,17/01/2021,40-49,26.01,2.07
3330,Israel,17/01/2021,50-59,47.39,3.09
3331,Israel,17/01/2021,60-69,67.85,13.17
3332,Israel,17/01/2021,70-79,85.61,19.55
3333,Israel,17/01/2021,80-89,78.83,13.96
3334,Israel,17/01/2021,90+,81.55,11.28
3335,Israel,18/01/2021,20-29,10.59,0.89
3336,Israel,18/01/2021,30-39,15.18,1.85
3337,Israel,18/01/2021,40-49,27.99,2.97
3338,Israel,18/01/2021,50-59,49.64,4.52
3339,Israel,18/01/2021,60-69,68.66,18.12
3340,Israel,18/01/2021,70-79,86.35,26.77
3341,Israel,18/01/2021,80-89,79.47,19.95
3342,Israel,18/01/2021,90+,82.02,16.91
3343,Israel,19/01/2021,20-29,11.48,1.18
3344,Israel,19/01/2021,30-39,15.63,2.28
3345,Israel,19/01/2021,40-49,29.17,3.65
3346,Israel,19/01/2021,50-59,50.74,5.55
3347,Israel,19/01/2021,60-69,69.05,20.84
3348,Israel,19/01/2021,70-79,86.72,30.86
3349,Israel,19/01/2021,80-89,79.81,24.02
3350,Israel,19/01/2021,90+,82.36,22.05
3351,Israel,20/01/2021,20-29,13.11,1.73
3352,Israel,20/01/2021,30-39,16.63,3.06
3353,Israel,20/01/2021,40-49,31.9,4.9
3354,Israel,20/01/2021,50-59,52.79,7.55
3355,Israel,20/01/2021,60-69,70.01,26.28
3356,Israel,20/01/2021,70-79,87.62,38.26
3357,Israel,20/01/2021,80-89,80.67,30.92
3358,Israel,20/01/2021,90+,83.13,29.96
3359,Israel,21/01/2021,20-29,14.16,2.5
3360,Israel,21/01/2021,30-39,18.2,4.17
3361,Israel,21/01/2021,40-49,35.5,6.71
3362,Israel,21/01/2021,50-59,55.05,10.95
3363,Israel,21/01/2021,60-69,71.04,33.76
3364,Israel,21/01/2021,70-79,88.58,48.27
3365,Israel,21/01/2021,80-89,81.58,40.2
3366,Israel,21/01/2021,90+,84.01,39.85
3367,Israel,22/01/2021,20-29,14.6,2.75
3368,Israel,22/01/2021,30-39,18.85,4.59
3369,Israel,22/01/2021,40-49,36.88,7.47
3370,Israel,22/01/2021,50-59,55.79,12.47
3371,Israel,22/01/2021,60-69,71.33,36.29
3372,Israel,22/01/2021,70-79,88.79,51.07
3373,Israel,22/01/2021,80-89,81.79,42.93
3374,Israel,22/01/2021,90+,84.22,42.99
3375,Israel,23/01/2021,20-29,15.02,3.03
3376,Israel,23/01/2021,30-39,19.39,4.87
3377,Israel,23/01/2021,40-49,38.16,8.04
3378,Israel,23/01/2021,50-59,56.52,13.57
3379,Israel,23/01/2021,60-69,71.58,37.84
3380,Israel,23/01/2021,70-79,88.97,53.06
3381,Israel,23/01/2021,80-89,82,45.05
3382,Israel,23/01/2021,90+,84.45,46.07
3383,Israel,24/01/2021,20-29,15.9,3.61
3384,Israel,24/01/2021,30-39,20.29,5.65
3385,Israel,24/01/2021,40-49,40.17,9.5
3386,Israel,24/01/2021,50-59,57.64,16.56
3387,Israel,24/01/2021,60-69,72.09,42.26
3388,Israel,24/01/2021,70-79,89.42,58.59
3389,Israel,24/01/2021,80-89,82.45,50.71
3390,Israel,24/01/2021,90+,84.9,52.08
3391,Israel,25/01/2021,20-29,17.2,4.35
3392,Israel,25/01/2021,30-39,21.52,6.62
3393,Israel,25/01/2021,40-49,42.32,11.27
3394,Israel,25/01/2021,50-59,59.08,19.9
3395,Israel,25/01/2021,60-69,72.91,46.48
3396,Israel,25/01/2021,70-79,90.23,63.76
3397,Israel,25/01/2021,80-89,83.33,56.35
3398,Israel,25/01/2021,90+,85.86,58.15
3399,Israel,26/01/2021,20-29,18.66,5.02
3400,Israel,26/01/2021,30-39,23.02,7.54
3401,Israel,26/01/2021,40-49,44.54,12.95
3402,Israel,26/01/2021,50-59,60.44,23.05
3403,Israel,26/01/2021,60-69,73.61,50.69
3404,Israel,26/01/2021,70-79,90.85,68.68
3405,Israel,26/01/2021,80-89,83.95,61.54
3406,Israel,26/01/2021,90+,86.56,63.29
3407,Israel,27/01/2021,20-29,19.54,5.76
3408,Israel,27/01/2021,30-39,23.71,8.41
3409,Israel,27/01/2021,40-49,45.58,14.29
3410,Israel,27/01/2021,50-59,61.04,25.09
3411,Israel,27/01/2021,60-69,73.91,53.44
3412,Israel,27/01/2021,70-79,91.14,71.98
3413,Israel,27/01/2021,80-89,84.25,65.05
3414,Israel,27/01/2021,90+,86.9,67.04
3415,Israel,28/01/2021,20-29,21.13,6.7
3416,Israel,28/01/2021,30-39,25.98,9.65
3417,Israel,28/01/2021,40-49,48.28,16.55
3418,Israel,28/01/2021,50-59,62.66,29.32
3419,Israel,28/01/2021,60-69,74.63,58.68
3420,Israel,28/01/2021,70-79,91.71,77.41
3421,Israel,28/01/2021,80-89,84.77,70.46
3422,Israel,28/01/2021,90+,87.48,72.24
3423,Israel,29/01/2021,20-29,21.62,7.01
3424,Israel,29/01/2021,30-39,26.88,10.18
3425,Israel,29/01/2021,40-49,49.11,17.69
3426,Israel,29/01/2021,50-59,63.1,30.91
3427,Israel,29/01/2021,60-69,74.8,60.13
3428,Israel,29/01/2021,70-79,91.83,78.83
3429,Israel,29/01/2021,80-89,84.89,71.77
3430,Israel,29/01/2021,90+,87.56,73.41
3431,Israel,30/01/2021,20-29,22.08,7.31
3432,Israel,30/01/2021,30-39,27.82,10.73
3433,Israel,30/01/2021,40-49,50.03,18.8
3434,Israel,30/01/2021,50-59,63.57,32.25
3435,Israel,30/01/2021,60-69,74.97,61.19
3436,Israel,30/01/2021,70-79,91.95,79.84
3437,Israel,30/01/2021,80-89,84.98,72.76
3438,Israel,30/01/2021,90+,87.64,74.42
3439,Israel,31/01/2021,20-29,23.05,7.61
3440,Israel,31/01/2021,30-39,29.47,11.26
3441,Israel,31/01/2021,40-49,51.58,19.8
3442,Israel,31/01/2021,50-59,64.49,33.59
3443,Israel,31/01/2021,60-69,75.39,62.7
3444,Israel,31/01/2021,70-79,92.31,81.51
3445,Israel,31/01/2021,80-89,85.31,74.42
3446,Israel,31/01/2021,90+,88,75.96
3447,Israel,1/02/2021,20-29,24.74,7.88
3448,Israel,1/02/2021,30-39,31.69,11.73
3449,Israel,1/02/2021,40-49,53.22,20.69
3450,Israel,1/02/2021,50-59,65.56,34.68
3451,Israel,1/02/2021,60-69,75.87,63.54
3452,Israel,1/02/2021,70-79,92.71,82.35
3453,Israel,1/02/2021,80-89,85.72,75.28
3454,Israel,1/02/2021,90+,88.48,76.82
3455,Israel,2/02/2021,20-29,25.99,8.06
3456,Israel,2/02/2021,30-39,33.29,12.03
3457,Israel,2/02/2021,40-49,54.49,21.22
3458,Israel,2/02/2021,50-59,66.37,35.65
3459,Israel,2/02/2021,60-69,76.27,64.19
3460,Israel,2/02/2021,70-79,93.09,82.94
3461,Israel,2/02/2021,80-89,86.12,75.94
3462,Israel,2/02/2021,90+,88.98,77.46
3463,Israel,3/02/2021,20-29,27.26,8.39
3464,Israel,3/02/2021,30-39,34.87,12.49
3465,Israel,3/02/2021,40-49,55.67,22.02
3466,Israel,3/02/2021,50-59,67.2,38.2
3467,Israel,3/02/2021,60-69,76.69,65.26
3468,Israel,3/02/2021,70-79,93.46,83.81
3469,Israel,3/02/2021,80-89,86.54,76.77
3470,Israel,3/02/2021,90+,89.47,78.14
3471,Israel,4/02/2021,20-29,28.96,8.88
3472,Israel,4/02/2021,30-39,36.81,13.08
3473,Israel,4/02/2021,40-49,56.72,22.95
3474,Israel,4/02/2021,50-59,67.89,40.89
3475,Israel,4/02/2021,60-69,77.03,66.2
3476,Israel,4/02/2021,70-79,93.73,84.56
3477,Israel,4/02/2021,80-89,86.85,77.46
3478,Israel,4/02/2021,90+,89.77,78.68
3479,Israel,5/02/2021,20-29,29.53,9.03
3480,Israel,5/02/2021,30-39,37.57,13.35
3481,Israel,5/02/2021,40-49,57.09,23.35
3482,Israel,5/02/2021,50-59,68.15,42.02
3483,Israel,5/02/2021,60-69,77.14,66.52
3484,Israel,5/02/2021,70-79,93.81,84.79
3485,Israel,5/02/2021,80-89,86.95,77.68
3486,Israel,5/02/2021,90+,89.9,78.86
3487,Israel,6/02/2021,20-29,30.21,9.17
3488,Israel,6/02/2021,30-39,38.36,13.59
3489,Israel,6/02/2021,40-49,57.52,23.86
3490,Israel,6/02/2021,50-59,68.45,43.28
3491,Israel,6/02/2021,60-69,77.27,66.77
3492,Israel,6/02/2021,70-79,93.91,84.97
3493,Israel,6/02/2021,80-89,87.03,77.85
3494,Israel,6/02/2021,90+,90,79.02
3495,Israel,7/02/2021,20-29,31.48,9.92
3496,Israel,7/02/2021,30-39,39.78,14.2
3497,Israel,7/02/2021,40-49,58.29,25.47
3498,Israel,7/02/2021,50-59,69.03,46.08
3499,Israel,7/02/2021,60-69,77.57,67.45
3500,Israel,7/02/2021,70-79,94.16,85.52
3501,Israel,7/02/2021,80-89,87.3,78.37
3502,Israel,7/02/2021,90+,90.36,79.5
3503,Israel,8/02/2021,20-29,32.58,10.86
3504,Israel,8/02/2021,30-39,40.88,14.68
3505,Israel,8/02/2021,40-49,58.84,26.83
3506,Israel,8/02/2021,50-59,69.45,47.74
3507,Israel,8/02/2021,60-69,77.8,67.98
3508,Israel,8/02/2021,70-79,94.37,85.99
3509,Israel,8/02/2021,80-89,87.52,78.83
3510,Israel,8/02/2021,90+,90.6,79.86
3511,Israel,9/02/2021,20-29,33.99,11.85
3512,Israel,9/02/2021,30-39,42.28,15.29
3513,Israel,9/02/2021,40-49,59.61,28.57
3514,Israel,9/02/2021,50-59,70.05,49.5
3515,Israel,9/02/2021,60-69,78.12,68.78
3516,Israel,9/02/2021,70-79,94.63,86.81
3517,Israel,9/02/2021,80-89,87.8,79.65
3518,Israel,9/02/2021,90+,91,80.66
3519,Israel,10/02/2021,20-29,36.6,12.97
3520,Israel,10/02/2021,30-39,45,17.28
3521,Israel,10/02/2021,40-49,61.21,32.81
3522,Israel,10/02/2021,50-59,71.24,52.6
3523,Israel,10/02/2021,60-69,78.7,69.78
3524,Israel,10/02/2021,70-79,95.04,87.51
3525,Israel,10/02/2021,80-89,88.16,80.26
3526,Israel,10/02/2021,90+,91.41,81.13
3527,Israel,11/02/2021,20-29,38.6,13.75
3528,Israel,11/02/2021,30-39,46.93,18.34
3529,Israel,11/02/2021,40-49,62.34,35.14
3530,Israel,11/02/2021,50-59,72.06,54.04
3531,Israel,11/02/2021,60-69,79.13,70.33
3532,Israel,11/02/2021,70-79,95.35,87.98
3533,Israel,11/02/2021,80-89,88.45,80.71
3534,Israel,11/02/2021,90+,91.69,81.54
3535,Israel,12/02/2021,20-29,39.06,13.89
3536,Israel,12/02/2021,30-39,47.41,18.69
3537,Israel,12/02/2021,40-49,62.62,35.97
3538,Israel,12/02/2021,50-59,72.27,54.49
3539,Israel,12/02/2021,60-69,79.23,70.49
3540,Israel,12/02/2021,70-79,95.41,88.09
3541,Israel,12/02/2021,80-89,88.5,80.83
3542,Israel,12/02/2021,90+,91.74,81.65
3543,Israel,13/02/2021,20-29,40.3,14.23
3544,Israel,13/02/2021,30-39,48.55,19.37
3545,Israel,13/02/2021,40-49,63.33,37.58
3546,Israel,13/02/2021,50-59,72.82,55.45
3547,Israel,13/02/2021,60-69,79.48,70.82
3548,Israel,13/02/2021,70-79,95.57,88.33
3549,Israel,13/02/2021,80-89,88.65,81.06
3550,Israel,13/02/2021,90+,91.88,81.9
3551,Israel,14/02/2021,20-29,42.15,15.08
3552,Israel,14/02/2021,30-39,50.28,20.33
3553,Israel,14/02/2021,40-49,64.45,39.66
3554,Israel,14/02/2021,50-59,73.69,56.65
3555,Israel,14/02/2021,60-69,79.99,71.38
3556,Israel,14/02/2021,70-79,95.95,88.84
3557,Israel,14/02/2021,80-89,88.98,81.53
3558,Israel,14/02/2021,90+,92.19,82.38
3559,Israel,15/02/2021,20-29,44.12,16.16
3560,Israel,15/02/2021,30-39,52.2,21.4
3561,Israel,15/02/2021,40-49,65.73,41.6
3562,Israel,15/02/2021,50-59,74.7,57.96
3563,Israel,15/02/2021,60-69,80.54,71.98
3564,Israel,15/02/2021,70-79,96.35,89.34
3565,Israel,15/02/2021,80-89,89.36,82.02
3566,Israel,15/02/2021,90+,92.59,82.97
3567,Israel,16/02/2021,20-29,46.17,17.45
3568,Israel,16/02/2021,30-39,54.01,22.52
3569,Israel,16/02/2021,40-49,66.92,43.33
3570,Israel,16/02/2021,50-59,75.64,59
3571,Israel,16/02/2021,60-69,81.07,72.48
3572,Israel,16/02/2021,70-79,96.75,89.77
3573,Israel,16/02/2021,80-89,89.71,82.45
3574,Israel,16/02/2021,90+,92.95,83.45
3575,Israel,17/02/2021,20-29,47.88,18.71
3576,Israel,17/02/2021,30-39,55.46,23.53
3577,Israel,17/02/2021,40-49,67.91,44.94
3578,Israel,17/02/2021,50-59,76.34,59.92
3579,Israel,17/02/2021,60-69,81.42,72.89
3580,Israel,17/02/2021,70-79,96.98,90.13
3581,Israel,17/02/2021,80-89,89.89,82.78
3582,Israel,17/02/2021,90+,93.13,83.77
3583,Israel,18/02/2021,20-29,49.85,20.03
3584,Israel,18/02/2021,30-39,57.45,25.18
3585,Israel,18/02/2021,40-49,69.31,46.95
3586,Israel,18/02/2021,50-59,77.34,61.32
3587,Israel,18/02/2021,60-69,81.87,73.39
3588,Israel,18/02/2021,70-79,97.23,90.5
3589,Israel,18/02/2021,80-89,90.08,83.11
3590,Israel,18/02/2021,90+,93.28,84.11
3591,Israel,19/02/2021,20-29,50.54,20.44
3592,Israel,19/02/2021,30-39,58.17,25.94
3593,Israel,19/02/2021,40-49,69.78,47.74
3594,Israel,19/02/2021,50-59,77.68,61.72
3595,Israel,19/02/2021,60-69,82.03,73.55
3596,Israel,19/02/2021,70-79,97.31,90.62
3597,Israel,19/02/2021,80-89,90.15,83.21
3598,Israel,19/02/2021,90+,93.32,84.2
3599,Israel,21/02/2021,20-29,53.53,21.98
3600,Israel,21/02/2021,30-39,60.84,28.61
3601,Israel,21/02/2021,40-49,71.61,50.29
3602,Israel,21/02/2021,50-59,79.06,63.13
3603,Israel,21/02/2021,60-69,82.78,74.18
3604,Israel,21/02/2021,70-79,97.85,91.13
3605,Israel,21/02/2021,80-89,90.59,83.7
3606,Israel,21/02/2021,90+,93.74,84.71
3607,Israel,22/02/2021,20-29,55.2,23.11
3608,Israel,22/02/2021,30-39,62.5,29.89
3609,Israel,22/02/2021,40-49,72.66,51.29
3610,Israel,22/02/2021,50-59,79.89,63.76
3611,Israel,22/02/2021,60-69,83.32,74.51
3612,Israel,22/02/2021,70-79,98.29,91.44
3613,Israel,22/02/2021,80-89,90.99,83.98
3614,Israel,22/02/2021,90+,94.14,85.04
3615,Israel,23/02/2021,20-29,56.25,24.3
3616,Israel,23/02/2021,30-39,63.8,31.77
3617,Israel,23/02/2021,40-49,72.66,52.09
3618,Israel,23/02/2021,50-59,79.18,63.52
3619,Israel,23/02/2021,60-69,83.16,74.38
3620,Israel,23/02/2021,70-79,92.96,86.51
3621,Israel,23/02/2021,80-89,90.18,83.34
3622,Israel,23/02/2021,90+,92.82,84.08
3623,Israel,24/02/2021,20-29,57.77,25.59
3624,Israel,24/02/2021,30-39,65.13,33.21
3625,Israel,24/02/2021,40-49,73.55,53.17
3626,Israel,24/02/2021,50-59,79.85,64.24
3627,Israel,24/02/2021,60-69,83.57,74.76
3628,Israel,24/02/2021,70-79,93.3,86.84
3629,Israel,24/02/2021,80-89,90.51,83.72
3630,Israel,24/02/2021,90+,93.14,84.49
3631,Israel,25/02/2021,20-29,58.81,26.8
3632,Israel,25/02/2021,30-39,66.11,34.71
3633,Israel,25/02/2021,40-49,74.23,54.01
3634,Israel,25/02/2021,50-59,80.4,64.82
3635,Israel,25/02/2021,60-69,83.91,75.05
3636,Israel,25/02/2021,70-79,93.54,87.09
3637,Israel,25/02/2021,80-89,90.77,84
3638,Israel,25/02/2021,90+,93.4,84.8
3639,Israel,26/02/2021,20-29,59.39,27.55
3640,Israel,26/02/2021,30-39,66.72,35.75
3641,Israel,26/02/2021,40-49,74.66,54.58
3642,Israel,26/02/2021,50-59,80.73,65.18
3643,Israel,26/02/2021,60-69,84.08,75.2
3644,Israel,26/02/2021,70-79,93.65,87.19
3645,Israel,26/02/2021,80-89,90.88,84.11
3646,Israel,26/02/2021,90+,93.52,84.93
3647,Israel,27/02/2021,20-29,59.84,27.96
3648,Israel,27/02/2021,30-39,67.07,36.26
3649,Israel,27/02/2021,40-49,74.91,54.85
3650,Israel,27/02/2021,50-59,80.94,65.35
3651,Israel,27/02/2021,60-69,84.17,75.27
3652,Israel,27/02/2021,70-79,93.7,87.24
3653,Israel,27/02/2021,80-89,90.95,84.15
3654,Israel,27/02/2021,90+,93.56,84.99
3655,Israel,28/02/2021,20-29,60.67,29.09
3656,Israel,28/02/2021,30-39,67.84,37.53
3657,Israel,28/02/2021,40-49,75.47,55.6
3658,Israel,28/02/2021,50-59,81.37,65.86
3659,Israel,28/02/2021,60-69,84.43,75.54
3660,Israel,28/02/2021,70-79,93.92,87.46
3661,Israel,28/02/2021,80-89,91.16,84.41
3662,Israel,28/02/2021,90+,93.74,85.33
3663,Israel,1/03/2021,20-29,61.24,30.07
3664,Israel,1/03/2021,30-39,68.42,38.58
3665,Israel,1/03/2021,40-49,75.88,56.08
3666,Israel,1/03/2021,50-59,81.71,66.22
3667,Israel,1/03/2021,60-69,84.68,75.77
3668,Israel,1/03/2021,70-79,94.13,87.66
3669,Israel,1/03/2021,80-89,91.39,84.64
3670,Israel,1/03/2021,90+,93.95,85.57
3671,Israel,2/03/2021,20-29,62.55,32.39
3672,Israel,2/03/2021,30-39,69.64,40.98
3673,Israel,2/03/2021,40-49,76.75,57.36
3674,Israel,2/03/2021,50-59,82.44,67.1
3675,Israel,2/03/2021,60-69,85.17,76.23
3676,Israel,2/03/2021,70-79,94.5,88
3677,Israel,2/03/2021,80-89,91.73,85.03
3678,Israel,2/03/2021,90+,94.26,86.17
3679,Israel,3/03/2021,20-29,63.44,34.01
3680,Israel,3/03/2021,30-39,70.41,42.53
3681,Israel,3/03/2021,40-49,77.33,58.19
3682,Israel,3/03/2021,50-59,82.95,67.74
3683,Israel,3/03/2021,60-69,85.55,76.57
3684,Israel,3/03/2021,70-79,94.79,88.26
3685,Israel,3/03/2021,80-89,91.99,85.29
3686,Israel,3/03/2021,90+,94.49,86.5
3687,Israel,4/03/2021,20-29,64.37,36.01
3688,Israel,4/03/2021,30-39,71.25,44.42
3689,Israel,4/03/2021,40-49,78,59.22
3690,Israel,4/03/2021,50-59,83.54,68.54
3691,Israel,4/03/2021,60-69,85.95,77.01
3692,Israel,4/03/2021,70-79,95.1,88.57
3693,Israel,4/03/2021,80-89,92.26,85.6
3694,Israel,4/03/2021,90+,94.73,86.83
3695,Israel,5/03/2021,20-29,64.74,36.94
3696,Israel,5/03/2021,30-39,71.61,45.36
3697,Israel,5/03/2021,40-49,78.27,59.74
3698,Israel,5/03/2021,50-59,83.79,68.91
3699,Israel,5/03/2021,60-69,86.1,77.19
3700,Israel,5/03/2021,70-79,95.19,88.67
3701,Israel,5/03/2021,80-89,92.35,85.69
3702,Israel,5/03/2021,90+,94.81,86.93
3703,Israel,6/03/2021,20-29,65,37.62
3704,Israel,6/03/2021,30-39,71.81,45.95
3705,Israel,6/03/2021,40-49,78.44,60.13
3706,Israel,6/03/2021,50-59,83.93,69.21
3707,Israel,6/03/2021,60-69,86.18,77.32
3708,Israel,6/03/2021,70-79,95.25,88.76
3709,Israel,6/03/2021,80-89,92.39,85.77
3710,Israel,6/03/2021,90+,94.86,87
3711,Israel,7/03/2021,20-29,65.76,39.49
3712,Israel,7/03/2021,30-39,72.42,47.74
3713,Israel,7/03/2021,40-49,78.93,61.22
3714,Israel,7/03/2021,50-59,84.36,70.05
3715,Israel,7/03/2021,60-69,86.48,77.81
3716,Israel,7/03/2021,70-79,95.49,89.11
3717,Israel,7/03/2021,80-89,92.64,86.09
3718,Israel,7/03/2021,90+,95.14,87.28
3719,Israel,8/03/2021,20-29,66.48,41.07
3720,Israel,8/03/2021,30-39,73.14,49.26
3721,Israel,8/03/2021,40-49,79.47,62.18
3722,Israel,8/03/2021,50-59,84.81,70.82
3723,Israel,8/03/2021,60-69,86.72,78.27
3724,Israel,8/03/2021,70-79,95.67,89.44
3725,Israel,8/03/2021,80-89,92.82,86.43
3726,Israel,8/03/2021,90+,95.35,87.67
3727,Israel,9/03/2021,20-29,67.22,42.68
3728,Israel,9/03/2021,30-39,73.88,50.74
3729,Israel,9/03/2021,40-49,80.04,63.17
3730,Israel,9/03/2021,50-59,85.24,71.62
3731,Israel,9/03/2021,60-69,86.94,78.73
3732,Israel,9/03/2021,70-79,95.81,89.77
3733,Israel,9/03/2021,80-89,93,86.74
3734,Israel,9/03/2021,90+,95.5,87.99
3735,Israel,10/03/2021,20-29,68.25,44.73
3736,Israel,10/03/2021,30-39,74.83,52.5
3737,Israel,10/03/2021,40-49,80.77,64.32
3738,Israel,10/03/2021,50-59,85.8,72.47
3739,Israel,10/03/2021,60-69,87.22,79.16
3740,Israel,10/03/2021,70-79,96,90.05
3741,Israel,10/03/2021,80-89,93.18,86.98
3742,Israel,10/03/2021,90+,95.7,88.22
3743,Israel,11/03/2021,20-29,69.03,46.19
3744,Israel,11/03/2021,30-39,75.64,53.86
3745,Israel,11/03/2021,40-49,81.38,65.25
3746,Israel,11/03/2021,50-59,86.26,73.16
3747,Israel,11/03/2021,60-69,87.43,79.53
3748,Israel,11/03/2021,70-79,96.12,90.26
3749,Israel,11/03/2021,80-89,93.32,87.16
3750,Israel,11/03/2021,90+,95.85,88.34
3751,Israel,12/03/2021,20-29,69.32,47.23
3752,Israel,12/03/2021,30-39,75.89,54.88
3753,Israel,12/03/2021,40-49,81.56,65.9
3754,Israel,12/03/2021,50-59,86.39,73.62
3755,Israel,12/03/2021,60-69,87.51,79.74
3756,Israel,12/03/2021,70-79,96.17,90.36
3757,Israel,12/03/2021,80-89,93.37,87.25
3758,Israel,12/03/2021,90+,95.9,88.39
