ID,location,date,vaccine,total_vaccinations
11280,Malta,9/07/2021,Pfizer/BioNTech,425055
11281,Malta,16/07/2021,Johnson&Johnson,18069
11282,Malta,16/07/2021,Moderna,42284
11283,Malta,16/07/2021,Oxford/AstraZeneca,223409
11284,Malta,16/07/2021,Pfizer/BioNTech,430208
11285,Malta,23/07/2021,Johnson&Johnson,21660
11286,Malta,23/07/2021,Moderna,42482
11287,Malta,23/07/2021,Oxford/AstraZeneca,226540
11288,Malta,23/07/2021,Pfizer/BioNTech,434681
11289,Malta,30/07/2021,Johnson&Johnson,24931
11290,Malta,30/07/2021,Moderna,42643
11291,Malta,30/07/2021,Oxford/AstraZeneca,227035
11292,Malta,30/07/2021,Pfizer/BioNTech,439114
11293,Malta,6/08/2021,Johnson&Johnson,27980
11294,Malta,6/08/2021,Moderna,42743
11295,Malta,6/08/2021,Oxford/AstraZeneca,227102
11296,Malta,6/08/2021,Pfizer/BioNTech,444108
11297,Malta,13/08/2021,Johnson&Johnson,29582
11298,Malta,13/08/2021,Moderna,42797
11299,Malta,13/08/2021,Oxford/AstraZeneca,227140
11300,Malta,13/08/2021,Pfizer/BioNTech,447381
11301,Malta,20/08/2021,Johnson&Johnson,29914
11302,Malta,20/08/2021,Moderna,42848
11303,Malta,20/08/2021,Oxford/AstraZeneca,227164
11304,Malta,20/08/2021,Pfizer/BioNTech,450706
11305,Malta,27/08/2021,Johnson&Johnson,30310
11306,Malta,27/08/2021,Moderna,42914
11307,Malta,27/08/2021,Oxford/AstraZeneca,227186
11308,Malta,27/08/2021,Pfizer/BioNTech,452097
11309,Malta,3/09/2021,Johnson&Johnson,30394
11310,Malta,3/09/2021,Moderna,42926
11311,Malta,3/09/2021,Oxford/AstraZeneca,227192
11312,Malta,3/09/2021,Pfizer/BioNTech,453272
11313,Malta,10/09/2021,Johnson&Johnson,30403
11314,Malta,10/09/2021,Moderna,42926
11315,Malta,10/09/2021,Oxford/AstraZeneca,227197
11316,Malta,10/09/2021,Pfizer/BioNTech,454293
11317,Malta,17/09/2021,Johnson&Johnson,30498
11318,Malta,17/09/2021,Moderna,42934
11319,Malta,17/09/2021,Oxford/AstraZeneca,227214
11320,Malta,17/09/2021,Pfizer/BioNTech,456175
11321,Malta,24/09/2021,Johnson&Johnson,30575
11322,Malta,24/09/2021,Moderna,42936
11323,Malta,24/09/2021,Oxford/AstraZeneca,227236
11324,Malta,24/09/2021,Pfizer/BioNTech,458602
11325,Malta,1/10/2021,Johnson&Johnson,30697
11326,Malta,1/10/2021,Moderna,42940
11327,Malta,1/10/2021,Oxford/AstraZeneca,227251
11328,Malta,1/10/2021,Pfizer/BioNTech,460299
11329,Malta,8/10/2021,Johnson&Johnson,30797
11330,Malta,8/10/2021,Moderna,42945
11331,Malta,8/10/2021,Oxford/AstraZeneca,227263
11332,Malta,8/10/2021,Pfizer/BioNTech,462085
11333,Malta,15/10/2021,Johnson&Johnson,30887
11334,Malta,15/10/2021,Moderna,42946
11335,Malta,15/10/2021,Oxford/AstraZeneca,227268
11336,Malta,15/10/2021,Pfizer/BioNTech,463349
11337,Netherlands,1/01/2021,Johnson&Johnson,0
11338,Netherlands,1/01/2021,Moderna,0
11339,Netherlands,1/01/2021,Oxford/AstraZeneca,0
11340,Netherlands,1/01/2021,Pfizer/BioNTech,0
11341,Netherlands,8/01/2021,Johnson&Johnson,0
11342,Netherlands,8/01/2021,Moderna,0
11343,Netherlands,8/01/2021,Oxford/AstraZeneca,0
11344,Netherlands,8/01/2021,Pfizer/BioNTech,33759
11345,Netherlands,15/01/2021,Johnson&Johnson,0
11346,Netherlands,15/01/2021,Moderna,0
11347,Netherlands,15/01/2021,Oxford/AstraZeneca,0
11348,Netherlands,15/01/2021,Pfizer/BioNTech,76960
11349,Netherlands,22/01/2021,Johnson&Johnson,0
11350,Netherlands,22/01/2021,Moderna,2572
11351,Netherlands,22/01/2021,Oxford/AstraZeneca,0
11352,Netherlands,22/01/2021,Pfizer/BioNTech,163735
11353,Netherlands,29/01/2021,Johnson&Johnson,0
11354,Netherlands,29/01/2021,Moderna,8883
11355,Netherlands,29/01/2021,Oxford/AstraZeneca,0
11356,Netherlands,29/01/2021,Pfizer/BioNTech,342403
11357,Netherlands,5/02/2021,Johnson&Johnson,0
11358,Netherlands,5/02/2021,Moderna,14873
11359,Netherlands,5/02/2021,Oxford/AstraZeneca,0
11360,Netherlands,5/02/2021,Pfizer/BioNTech,556330
11361,Netherlands,12/02/2021,Johnson&Johnson,0
11362,Netherlands,12/02/2021,Moderna,21226
11363,Netherlands,12/02/2021,Oxford/AstraZeneca,525
11364,Netherlands,12/02/2021,Pfizer/BioNTech,766206
11365,Netherlands,19/02/2021,Johnson&Johnson,0
11366,Netherlands,19/02/2021,Moderna,37220
11367,Netherlands,19/02/2021,Oxford/AstraZeneca,69123
11368,Netherlands,19/02/2021,Pfizer/BioNTech,931410
11369,Netherlands,26/02/2021,Johnson&Johnson,0
11370,Netherlands,26/02/2021,Moderna,56590
11371,Netherlands,26/02/2021,Oxford/AstraZeneca,181908
11372,Netherlands,26/02/2021,Pfizer/BioNTech,1143864
11373,Netherlands,5/03/2021,Johnson&Johnson,0
11374,Netherlands,5/03/2021,Moderna,75076
11375,Netherlands,5/03/2021,Oxford/AstraZeneca,257248
11376,Netherlands,5/03/2021,Pfizer/BioNTech,1344145
11377,Netherlands,12/03/2021,Johnson&Johnson,0
11378,Netherlands,12/03/2021,Moderna,93996
11379,Netherlands,12/03/2021,Oxford/AstraZeneca,357976
11380,Netherlands,12/03/2021,Pfizer/BioNTech,1509554
11381,Netherlands,19/03/2021,Johnson&Johnson,0
11382,Netherlands,19/03/2021,Moderna,114050
11383,Netherlands,19/03/2021,Oxford/AstraZeneca,357976
11384,Netherlands,19/03/2021,Pfizer/BioNTech,1703922
11385,Netherlands,26/03/2021,Johnson&Johnson,0
11386,Netherlands,26/03/2021,Moderna,154774
11387,Netherlands,26/03/2021,Oxford/AstraZeneca,454080
11388,Netherlands,26/03/2021,Pfizer/BioNTech,1865127
11389,Netherlands,2/04/2021,Johnson&Johnson,0
11390,Netherlands,2/04/2021,Moderna,196179
11391,Netherlands,2/04/2021,Oxford/AstraZeneca,574630
11392,Netherlands,2/04/2021,Pfizer/BioNTech,2154138
11393,Netherlands,9/04/2021,Johnson&Johnson,0
11394,Netherlands,9/04/2021,Moderna,230387
11395,Netherlands,9/04/2021,Oxford/AstraZeneca,843980
11396,Netherlands,9/04/2021,Pfizer/BioNTech,2493688
11397,Netherlands,16/04/2021,Johnson&Johnson,0
11398,Netherlands,16/04/2021,Moderna,261804
11399,Netherlands,16/04/2021,Oxford/AstraZeneca,1154722
11400,Netherlands,16/04/2021,Pfizer/BioNTech,2957654
11401,Netherlands,23/04/2021,Johnson&Johnson,8886
11402,Netherlands,23/04/2021,Moderna,296077
11403,Netherlands,23/04/2021,Oxford/AstraZeneca,1260678
11404,Netherlands,23/04/2021,Pfizer/BioNTech,3461617
11405,Netherlands,30/04/2021,Johnson&Johnson,48509
11406,Netherlands,30/04/2021,Moderna,325645
11407,Netherlands,30/04/2021,Oxford/AstraZeneca,1349715
11408,Netherlands,30/04/2021,Pfizer/BioNTech,3990046
11409,Netherlands,7/05/2021,Johnson&Johnson,95474
11410,Netherlands,7/05/2021,Moderna,374483
11411,Netherlands,7/05/2021,Oxford/AstraZeneca,1495117
11412,Netherlands,7/05/2021,Pfizer/BioNTech,4592305
11413,Netherlands,14/05/2021,Johnson&Johnson,124389
11414,Netherlands,14/05/2021,Moderna,451957
11415,Netherlands,14/05/2021,Oxford/AstraZeneca,1684717
11416,Netherlands,14/05/2021,Pfizer/BioNTech,5304100
11417,Netherlands,21/05/2021,Johnson&Johnson,142107
11418,Netherlands,21/05/2021,Moderna,536133
11419,Netherlands,21/05/2021,Oxford/AstraZeneca,1831365
11420,Netherlands,21/05/2021,Pfizer/BioNTech,6086342
11421,Netherlands,28/05/2021,Johnson&Johnson,240285
11422,Netherlands,28/05/2021,Moderna,639494
11423,Netherlands,28/05/2021,Oxford/AstraZeneca,1946122
11424,Netherlands,28/05/2021,Pfizer/BioNTech,6779202
11425,Netherlands,4/06/2021,Johnson&Johnson,389490
11426,Netherlands,4/06/2021,Moderna,781657
11427,Netherlands,4/06/2021,Oxford/AstraZeneca,2079344
11428,Netherlands,4/06/2021,Pfizer/BioNTech,7536418
11429,Netherlands,11/06/2021,Johnson&Johnson,438388
11430,Netherlands,11/06/2021,Moderna,944976
11431,Netherlands,11/06/2021,Oxford/AstraZeneca,2288749
11432,Netherlands,11/06/2021,Pfizer/BioNTech,8773012
11433,Netherlands,18/06/2021,Johnson&Johnson,458466
11434,Netherlands,18/06/2021,Moderna,1075532
11435,Netherlands,18/06/2021,Oxford/AstraZeneca,2460105
11436,Netherlands,18/06/2021,Pfizer/BioNTech,9867384
11437,Netherlands,25/06/2021,Johnson&Johnson,541352
11438,Netherlands,25/06/2021,Moderna,1187108
11439,Netherlands,25/06/2021,Oxford/AstraZeneca,2618033
11440,Netherlands,25/06/2021,Pfizer/BioNTech,10945795
11441,Netherlands,2/07/2021,Johnson&Johnson,672257
11442,Netherlands,2/07/2021,Moderna,1308747
11443,Netherlands,2/07/2021,Oxford/AstraZeneca,2778714
11444,Netherlands,2/07/2021,Pfizer/BioNTech,11991249
11445,Netherlands,9/07/2021,Johnson&Johnson,741405
11446,Netherlands,9/07/2021,Moderna,1517160
11447,Netherlands,9/07/2021,Oxford/AstraZeneca,2800247
11448,Netherlands,9/07/2021,Pfizer/BioNTech,12811339
11449,Netherlands,16/07/2021,Johnson&Johnson,755343
11450,Netherlands,16/07/2021,Moderna,1657136
11451,Netherlands,16/07/2021,Oxford/AstraZeneca,2800555
11452,Netherlands,16/07/2021,Pfizer/BioNTech,13642353
11453,Netherlands,23/07/2021,Johnson&Johnson,764465
11454,Netherlands,23/07/2021,Moderna,1756477
11455,Netherlands,23/07/2021,Oxford/AstraZeneca,2800564
11456,Netherlands,23/07/2021,Pfizer/BioNTech,14269124
11457,Netherlands,30/07/2021,Johnson&Johnson,771760
11458,Netherlands,30/07/2021,Moderna,1806536
11459,Netherlands,30/07/2021,Oxford/AstraZeneca,2800624
11460,Netherlands,30/07/2021,Pfizer/BioNTech,14924416
11461,Netherlands,6/08/2021,Johnson&Johnson,777183
11462,Netherlands,6/08/2021,Moderna,1842820
11463,Netherlands,6/08/2021,Oxford/AstraZeneca,2800656
11464,Netherlands,6/08/2021,Pfizer/BioNTech,15632757
11465,Netherlands,13/08/2021,Johnson&Johnson,781716
11466,Netherlands,13/08/2021,Moderna,1918709
11467,Netherlands,13/08/2021,Oxford/AstraZeneca,2800656
11468,Netherlands,13/08/2021,Pfizer/BioNTech,16134688
11469,Netherlands,20/08/2021,Johnson&Johnson,785484
11470,Netherlands,20/08/2021,Moderna,1940837
11471,Netherlands,20/08/2021,Oxford/AstraZeneca,2800656
11472,Netherlands,20/08/2021,Pfizer/BioNTech,16273050
11473,Netherlands,27/08/2021,Johnson&Johnson,788782
11474,Netherlands,27/08/2021,Moderna,1952057
11475,Netherlands,27/08/2021,Oxford/AstraZeneca,2800656
11476,Netherlands,27/08/2021,Pfizer/BioNTech,16394651
11477,Netherlands,3/09/2021,Johnson&Johnson,791956
11478,Netherlands,3/09/2021,Moderna,1957830
11479,Netherlands,3/09/2021,Oxford/AstraZeneca,2800660
11480,Netherlands,3/09/2021,Pfizer/BioNTech,16501385
11481,Netherlands,10/09/2021,Johnson&Johnson,795105
11482,Netherlands,10/09/2021,Moderna,1960253
11483,Netherlands,10/09/2021,Oxford/AstraZeneca,2800669
11484,Netherlands,10/09/2021,Pfizer/BioNTech,16580423
11485,Netherlands,17/09/2021,Johnson&Johnson,801700
11486,Netherlands,17/09/2021,Moderna,1962458
11487,Netherlands,17/09/2021,Oxford/AstraZeneca,2800678
11488,Netherlands,17/09/2021,Pfizer/BioNTech,16672897
11489,Netherlands,24/09/2021,Johnson&Johnson,815335
11490,Netherlands,24/09/2021,Moderna,1964694
11491,Netherlands,24/09/2021,Oxford/AstraZeneca,2800678
11492,Netherlands,24/09/2021,Pfizer/BioNTech,16757517
11493,Netherlands,1/10/2021,Johnson&Johnson,828710
11494,Netherlands,1/10/2021,Moderna,1966723
11495,Netherlands,1/10/2021,Oxford/AstraZeneca,2800705
11496,Netherlands,1/10/2021,Pfizer/BioNTech,16831378
11497,Netherlands,8/10/2021,Johnson&Johnson,833125
11498,Netherlands,8/10/2021,Moderna,1967830
11499,Netherlands,8/10/2021,Oxford/AstraZeneca,2800734
11500,Netherlands,8/10/2021,Pfizer/BioNTech,16896535
11501,Netherlands,15/10/2021,Johnson&Johnson,837016
11502,Netherlands,15/10/2021,Moderna,1968943
11503,Netherlands,15/10/2021,Oxford/AstraZeneca,2800762
11504,Netherlands,15/10/2021,Pfizer/BioNTech,16955061
11505,Netherlands,22/10/2021,Johnson&Johnson,838377
11506,Netherlands,22/10/2021,Moderna,1969364
11507,Netherlands,22/10/2021,Oxford/AstraZeneca,2800774
11508,Netherlands,22/10/2021,Pfizer/BioNTech,16978895
11509,Norway,1/01/2021,Pfizer/BioNTech,61
11510,Norway,8/01/2021,Moderna,40
11511,Norway,8/01/2021,Oxford/AstraZeneca,4
11512,Norway,8/01/2021,Pfizer/BioNTech,23453
11513,Norway,15/01/2021,Moderna,140
11514,Norway,15/01/2021,Oxford/AstraZeneca,17
11515,Norway,15/01/2021,Pfizer/BioNTech,52442
11516,Norway,22/01/2021,Moderna,1901
11517,Norway,22/01/2021,Oxford/AstraZeneca,46
11518,Norway,22/01/2021,Pfizer/BioNTech,81314
11519,Norway,29/01/2021,Moderna,2295
11520,Norway,29/01/2021,Oxford/AstraZeneca,87
11521,Norway,29/01/2021,Pfizer/BioNTech,130134
11522,Norway,5/02/2021,Moderna,2458
11523,Norway,5/02/2021,Oxford/AstraZeneca,197
11524,Norway,5/02/2021,Pfizer/BioNTech,227756
11525,Norway,12/02/2021,Moderna,12616
11526,Norway,12/02/2021,Oxford/AstraZeneca,311
11527,Norway,12/02/2021,Pfizer/BioNTech,303420
11528,Norway,19/02/2021,Moderna,14938
11529,Norway,19/02/2021,Oxford/AstraZeneca,20091
11530,Norway,19/02/2021,Pfizer/BioNTech,371256
11531,Norway,26/02/2021,Moderna,15395
11532,Norway,26/02/2021,Oxford/AstraZeneca,55863
11533,Norway,26/02/2021,Pfizer/BioNTech,442005
11534,Norway,5/03/2021,Johnson&Johnson,31
11535,Norway,5/03/2021,Moderna,21532
11536,Norway,5/03/2021,Oxford/AstraZeneca,104958
11537,Norway,5/03/2021,Pfizer/BioNTech,500150
11538,Norway,12/03/2021,Johnson&Johnson,71
11539,Norway,12/03/2021,Moderna,35704
11540,Norway,12/03/2021,Oxford/AstraZeneca,138820
11541,Norway,12/03/2021,Pfizer/BioNTech,555092
11542,Norway,19/03/2021,Johnson&Johnson,132
11543,Norway,19/03/2021,Moderna,41700
11544,Norway,19/03/2021,Oxford/AstraZeneca,139412
11545,Norway,19/03/2021,Pfizer/BioNTech,613532
11546,Norway,26/03/2021,Johnson&Johnson,172
11547,Norway,26/03/2021,Moderna,59648
11548,Norway,26/03/2021,Oxford/AstraZeneca,139828
11549,Norway,26/03/2021,Pfizer/BioNTech,717215
11550,Norway,2/04/2021,Johnson&Johnson,247
11551,Norway,2/04/2021,Moderna,79903
11552,Norway,2/04/2021,Oxford/AstraZeneca,140126
11553,Norway,2/04/2021,Pfizer/BioNTech,801817
11554,Norway,9/04/2021,Johnson&Johnson,444
11555,Norway,9/04/2021,Moderna,98618
11556,Norway,9/04/2021,Oxford/AstraZeneca,140399
11557,Norway,9/04/2021,Pfizer/BioNTech,962407
11558,Norway,16/04/2021,Johnson&Johnson,466
11559,Norway,16/04/2021,Moderna,139113
11560,Norway,16/04/2021,Oxford/AstraZeneca,140716
11561,Norway,16/04/2021,Pfizer/BioNTech,1123073
11562,Norway,23/04/2021,Johnson&Johnson,473
11563,Norway,23/04/2021,Moderna,155576
11564,Norway,23/04/2021,Oxford/AstraZeneca,141000
11565,Norway,23/04/2021,Pfizer/BioNTech,1272174
11566,Norway,30/04/2021,Johnson&Johnson,537
11567,Norway,30/04/2021,Moderna,166080
11568,Norway,30/04/2021,Oxford/AstraZeneca,141292
11569,Norway,30/04/2021,Pfizer/BioNTech,1487630
11570,Norway,7/05/2021,Johnson&Johnson,618
11571,Norway,7/05/2021,Moderna,181551
11572,Norway,7/05/2021,Oxford/AstraZeneca,141656
11573,Norway,7/05/2021,Pfizer/BioNTech,1684324
11574,Norway,14/05/2021,Johnson&Johnson,761
11575,Norway,14/05/2021,Moderna,213908
11576,Norway,14/05/2021,Oxford/AstraZeneca,141974
11577,Norway,14/05/2021,Pfizer/BioNTech,1853147
11578,Norway,21/05/2021,Johnson&Johnson,920
11579,Norway,21/05/2021,Moderna,235493
11580,Norway,21/05/2021,Oxford/AstraZeneca,142374
11581,Norway,21/05/2021,Pfizer/BioNTech,2059302
11582,Norway,28/05/2021,Johnson&Johnson,1066
11583,Norway,28/05/2021,Moderna,278781
11584,Norway,28/05/2021,Oxford/AstraZeneca,142897
11585,Norway,28/05/2021,Pfizer/BioNTech,2272395
11586,Norway,4/06/2021,Johnson&Johnson,1295
11587,Norway,4/06/2021,Moderna,327358
11588,Norway,4/06/2021,Oxford/AstraZeneca,143303
11589,Norway,4/06/2021,Pfizer/BioNTech,2572740
11590,Norway,11/06/2021,Johnson&Johnson,1489
11591,Norway,11/06/2021,Moderna,376598
11592,Norway,11/06/2021,Oxford/AstraZeneca,143801
11593,Norway,11/06/2021,Pfizer/BioNTech,2834953
11594,Norway,18/06/2021,Johnson&Johnson,1880
11595,Norway,18/06/2021,Moderna,411759
11596,Norway,18/06/2021,Oxford/AstraZeneca,144165
11597,Norway,18/06/2021,Pfizer/BioNTech,3114486
11598,Norway,25/06/2021,Johnson&Johnson,2571
11599,Norway,25/06/2021,Moderna,452859
11600,Norway,25/06/2021,Oxford/AstraZeneca,144460
11601,Norway,25/06/2021,Pfizer/BioNTech,3436452
11602,Norway,2/07/2021,Johnson&Johnson,3181
11603,Norway,2/07/2021,Moderna,492567
11604,Norway,2/07/2021,Oxford/AstraZeneca,144710
11605,Norway,2/07/2021,Pfizer/BioNTech,3768705
11606,Norway,9/07/2021,Johnson&Johnson,3650
11607,Norway,9/07/2021,Moderna,528613
11608,Norway,9/07/2021,Oxford/AstraZeneca,144869
11609,Norway,9/07/2021,Pfizer/BioNTech,4003197
11610,Norway,16/07/2021,Johnson&Johnson,4017
11611,Norway,16/07/2021,Moderna,548926
11612,Norway,16/07/2021,Oxford/AstraZeneca,145008
11613,Norway,16/07/2021,Pfizer/BioNTech,4206349
11614,Norway,23/07/2021,Johnson&Johnson,4311
11615,Norway,23/07/2021,Moderna,588223
11616,Norway,23/07/2021,Oxford/AstraZeneca,145131
11617,Norway,23/07/2021,Pfizer/BioNTech,4411327
11618,Norway,30/07/2021,Johnson&Johnson,4490
11619,Norway,30/07/2021,Moderna,627639
11620,Norway,30/07/2021,Oxford/AstraZeneca,145216
11621,Norway,30/07/2021,Pfizer/BioNTech,4632710
11622,Norway,6/08/2021,Johnson&Johnson,4673
11623,Norway,6/08/2021,Moderna,691288
11624,Norway,6/08/2021,Oxford/AstraZeneca,145295
11625,Norway,6/08/2021,Pfizer/BioNTech,4822075
11626,Norway,13/08/2021,Johnson&Johnson,4817
11627,Norway,13/08/2021,Moderna,780657
11628,Norway,13/08/2021,Oxford/AstraZeneca,145342
11629,Norway,13/08/2021,Pfizer/BioNTech,5051482
11630,Norway,20/08/2021,Johnson&Johnson,4933
11631,Norway,20/08/2021,Moderna,854203
11632,Norway,20/08/2021,Oxford/AstraZeneca,145380
11633,Norway,20/08/2021,Pfizer/BioNTech,5352739
11634,Norway,27/08/2021,Johnson&Johnson,5038
11635,Norway,27/08/2021,Moderna,1042944
11636,Norway,27/08/2021,Oxford/AstraZeneca,145441
11637,Norway,27/08/2021,Pfizer/BioNTech,5624558
11638,Norway,3/09/2021,Johnson&Johnson,5095
11639,Norway,3/09/2021,Moderna,1257133
11640,Norway,3/09/2021,Oxford/AstraZeneca,145475
11641,Norway,3/09/2021,Pfizer/BioNTech,5718822
11642,Norway,10/09/2021,Johnson&Johnson,5144
11643,Norway,10/09/2021,Moderna,1387643
11644,Norway,10/09/2021,Oxford/AstraZeneca,145517
11645,Norway,10/09/2021,Pfizer/BioNTech,5770257
11646,Norway,17/09/2021,Johnson&Johnson,5182
11647,Norway,17/09/2021,Moderna,1450784
11648,Norway,17/09/2021,Oxford/AstraZeneca,145531
11649,Norway,17/09/2021,Pfizer/BioNTech,5807703
11650,Norway,24/09/2021,Johnson&Johnson,5244
11651,Norway,24/09/2021,Moderna,1488852
11652,Norway,24/09/2021,Oxford/AstraZeneca,145543
11653,Norway,24/09/2021,Pfizer/BioNTech,5837415
11654,Norway,1/10/2021,Johnson&Johnson,5255
11655,Norway,1/10/2021,Moderna,1516323
11656,Norway,1/10/2021,Oxford/AstraZeneca,145554
11657,Norway,1/10/2021,Pfizer/BioNTech,5865143
11658,Norway,8/10/2021,Johnson&Johnson,5291
11659,Norway,8/10/2021,Moderna,1527697
11660,Norway,8/10/2021,Oxford/AstraZeneca,145568
11661,Norway,8/10/2021,Pfizer/BioNTech,5885014
11662,Norway,15/10/2021,Johnson&Johnson,5301
11663,Norway,15/10/2021,Moderna,1533344
11664,Norway,15/10/2021,Oxford/AstraZeneca,145570
11665,Norway,15/10/2021,Pfizer/BioNTech,5897679
11666,Poland,1/01/2021,Johnson&Johnson,0
11667,Poland,1/01/2021,Moderna,0
11668,Poland,1/01/2021,Oxford/AstraZeneca,0
11669,Poland,1/01/2021,Pfizer/BioNTech,2215
11670,Poland,8/01/2021,Johnson&Johnson,0
11671,Poland,8/01/2021,Moderna,0
11672,Poland,8/01/2021,Oxford/AstraZeneca,1
11673,Poland,8/01/2021,Pfizer/BioNTech,213399
11674,Poland,15/01/2021,Johnson&Johnson,0
11675,Poland,15/01/2021,Moderna,1
11676,Poland,15/01/2021,Oxford/AstraZeneca,3
11677,Poland,15/01/2021,Pfizer/BioNTech,486448
11678,Poland,22/01/2021,Johnson&Johnson,0
11679,Poland,22/01/2021,Moderna,7
11680,Poland,22/01/2021,Oxford/AstraZeneca,6
11681,Poland,22/01/2021,Pfizer/BioNTech,729980
11682,Poland,29/01/2021,Johnson&Johnson,0
11683,Poland,29/01/2021,Moderna,4253
11684,Poland,29/01/2021,Oxford/AstraZeneca,10
11685,Poland,29/01/2021,Pfizer/BioNTech,1198937
11686,Poland,5/02/2021,Johnson&Johnson,0
11687,Poland,5/02/2021,Moderna,9053
11688,Poland,5/02/2021,Oxford/AstraZeneca,14
11689,Poland,5/02/2021,Pfizer/BioNTech,1690141
11690,Poland,12/02/2021,Johnson&Johnson,0
11691,Poland,12/02/2021,Moderna,22775
11692,Poland,12/02/2021,Oxford/AstraZeneca,21518
11693,Poland,12/02/2021,Pfizer/BioNTech,2131602
11694,Poland,19/02/2021,Johnson&Johnson,0
11695,Poland,19/02/2021,Moderna,71349
11696,Poland,19/02/2021,Oxford/AstraZeneca,129399
11697,Poland,19/02/2021,Pfizer/BioNTech,2571875
11698,Poland,26/02/2021,Johnson&Johnson,0
11699,Poland,26/02/2021,Moderna,130725
11700,Poland,26/02/2021,Oxford/AstraZeneca,289425
11701,Poland,26/02/2021,Pfizer/BioNTech,2971162
11702,Poland,5/03/2021,Johnson&Johnson,0
11703,Poland,5/03/2021,Moderna,202697
11704,Poland,5/03/2021,Oxford/AstraZeneca,475565
11705,Poland,5/03/2021,Pfizer/BioNTech,3350358
11706,Poland,12/03/2021,Johnson&Johnson,0
11707,Poland,12/03/2021,Moderna,247909
11708,Poland,12/03/2021,Oxford/AstraZeneca,595532
11709,Poland,12/03/2021,Pfizer/BioNTech,3727184
11710,Poland,19/03/2021,Johnson&Johnson,11
11711,Poland,19/03/2021,Moderna,294566
11712,Poland,19/03/2021,Oxford/AstraZeneca,654623
11713,Poland,19/03/2021,Pfizer/BioNTech,4114925
11714,Poland,26/03/2021,Johnson&Johnson,11
11715,Poland,26/03/2021,Moderna,376394
11716,Poland,26/03/2021,Oxford/AstraZeneca,979533
11717,Poland,26/03/2021,Pfizer/BioNTech,4578838
11718,Poland,2/04/2021,Johnson&Johnson,43
11719,Poland,2/04/2021,Moderna,442157
11720,Poland,2/04/2021,Oxford/AstraZeneca,1277415
11721,Poland,2/04/2021,Pfizer/BioNTech,5004090
11722,Poland,9/04/2021,Johnson&Johnson,62
11723,Poland,9/04/2021,Moderna,517376
11724,Poland,9/04/2021,Oxford/AstraZeneca,1620537
11725,Poland,9/04/2021,Pfizer/BioNTech,5617211
11726,Poland,16/04/2021,Johnson&Johnson,23275
11727,Poland,16/04/2021,Moderna,652701
11728,Poland,16/04/2021,Oxford/AstraZeneca,1878791
11729,Poland,16/04/2021,Pfizer/BioNTech,6399901
11730,Poland,23/04/2021,Johnson&Johnson,76568
11731,Poland,23/04/2021,Moderna,890942
11732,Poland,23/04/2021,Oxford/AstraZeneca,2043782
11733,Poland,23/04/2021,Pfizer/BioNTech,7368931
11734,Poland,30/04/2021,Johnson&Johnson,125409
11735,Poland,30/04/2021,Moderna,1067483
11736,Poland,30/04/2021,Oxford/AstraZeneca,2173268
11737,Poland,30/04/2021,Pfizer/BioNTech,8681413
11738,Poland,7/05/2021,Johnson&Johnson,170174
11739,Poland,7/05/2021,Moderna,1295463
11740,Poland,7/05/2021,Oxford/AstraZeneca,2500298
11741,Poland,7/05/2021,Pfizer/BioNTech,9907784
11742,Poland,14/05/2021,Johnson&Johnson,275289
11743,Poland,14/05/2021,Moderna,1520062
11744,Poland,14/05/2021,Oxford/AstraZeneca,2844735
11745,Poland,14/05/2021,Pfizer/BioNTech,11360468
11746,Poland,21/05/2021,Johnson&Johnson,407604
11747,Poland,21/05/2021,Moderna,1806576
11748,Poland,21/05/2021,Oxford/AstraZeneca,3129828
11749,Poland,21/05/2021,Pfizer/BioNTech,12661642
11750,Poland,28/05/2021,Johnson&Johnson,595764
11751,Poland,28/05/2021,Moderna,2083727
11752,Poland,28/05/2021,Oxford/AstraZeneca,3346884
11753,Poland,28/05/2021,Pfizer/BioNTech,13900774
11754,Poland,4/06/2021,Johnson&Johnson,703375
11755,Poland,4/06/2021,Moderna,2274041
11756,Poland,4/06/2021,Oxford/AstraZeneca,3457929
11757,Poland,4/06/2021,Pfizer/BioNTech,15666610
11758,Poland,11/06/2021,Johnson&Johnson,784616
11759,Poland,11/06/2021,Moderna,2500373
